index,teks,aspek,sentimen,waktu
185,"sering error, padahal sdh di cancel tapi malah dpt driver.. giliran di tunggu lamaaa bgt g dtg2.. bikin kagok mau pesen lagi takutx double order, trus maps g lengkap, dan sering error ..",Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2025-02-28 03:04:06
186,"sering error, padahal sdh di cancel tapi malah dpt driver.. giliran di tunggu lamaaa bgt g dtg2.. bikin kagok mau pesen lagi takutx double order, trus maps g lengkap, dan sering error ..",Ketersediaan Driver (Lama Menunggu),Negatif,2025-02-28 03:04:06
187,"sering error, padahal sdh di cancel tapi malah dpt driver.. giliran di tunggu lamaaa bgt g dtg2.. bikin kagok mau pesen lagi takutx double order, trus maps g lengkap, dan sering error ..",Akurasi GPS & Peta,Negatif,2025-02-28 03:04:06
188,driver rajin banget,Perilaku & Profesionalisme Driver,Positif,2025-02-28 02:58:25
189,perjalanan lancar,Umum,Positif,2025-02-28 02:49:59
190,kendaraan gercep mantap,Kondisi Kendaraan Driver,Positif,2025-02-28 02:48:50
191,alhamdulillah perjalanan nyaman.terima kasih,Perilaku & Profesionalisme Driver,Positif,2025-02-28 02:47:04
192,"ramah, cepat dan aman",Perilaku & Profesionalisme Driver,Positif,2025-02-28 02:34:40
193,"ramah, cepat dan aman",Ketersediaan Driver (Lama Menunggu),Positif,2025-02-28 02:34:40
194,"ramah, cepat dan aman",Perilaku & Profesionalisme Driver,Positif,2025-02-28 02:34:40
195,harganya terjangkau,Harga & Tarif,Positif,2025-02-28 02:28:58
196,"baik sekali sopirnya,ramah,enak ada maxim di barong,mempermudah perjalanan.",Perilaku & Profesionalisme Driver,Positif,2025-02-28 02:25:57
197,"baik sekali sopirnya,ramah,enak ada maxim di barong,mempermudah perjalanan.",Ketersediaan Driver (Lama Menunggu),Positif,2025-02-28 02:25:57
198,sangat di sayangkan tidak tersedia pembayaran pakai kartu kredit,Sistem Pembayaran & Promo,Negatif,2025-02-28 02:07:55
199,bapaknya sangat baik,Perilaku & Profesionalisme Driver,Positif,2025-02-28 01:53:21
200,"gajelas banget aneh, gaada titik penjemputan yang bener aneh",Akurasi GPS & Peta,Negatif,2025-02-28 01:52:52
201,driver sangat ramah,Perilaku & Profesionalisme Driver,Positif,2025-02-28 01:28:42
202,"terlalu banyak driver maxim yg tidak menggunakan atribut, terutama di sore hari, belum lg klw plat motornya berbeda...",Perilaku & Profesionalisme Driver,Negatif,2025-02-28 00:52:43
203,ramah org nya,Perilaku & Profesionalisme Driver,Positif,2025-02-28 00:44:41
204,driver cantik ramah baik hati,Perilaku & Profesionalisme Driver,Positif,2025-02-28 00:41:07
205,ramah orang nya,Perilaku & Profesionalisme Driver,Positif,2025-02-28 00:09:49
206,bapak ojol yg ramah,Perilaku & Profesionalisme Driver,Positif,2025-02-27 23:42:35
207,menyenangkan drivernya sangat ramah🙏,Perilaku & Profesionalisme Driver,Positif,2025-02-27 23:07:57
208,terimakasih membantu saya aplikasinya,UI/UX Aplikasi (Tampilan/Desain),Positif,2025-02-27 22:10:57
209,"sangat membantu sekali, aplikasi nyaman dan mudah di gunakan, driver tepat waktu dan ramah, pelayanan oke",Umum,Positif,2025-02-27 21:57:00
210,"sangat membantu sekali, aplikasi nyaman dan mudah di gunakan, driver tepat waktu dan ramah, pelayanan oke",UI/UX Aplikasi (Tampilan/Desain),Positif,2025-02-27 21:57:00
211,"sangat membantu sekali, aplikasi nyaman dan mudah di gunakan, driver tepat waktu dan ramah, pelayanan oke",Ketersediaan Driver (Lama Menunggu),Positif,2025-02-27 21:57:00
212,"sangat membantu sekali, aplikasi nyaman dan mudah di gunakan, driver tepat waktu dan ramah, pelayanan oke",Perilaku & Profesionalisme Driver,Positif,2025-02-27 21:57:00
213,terima kasih so antar kita pagi² sekali..perjalanan yg menyenangkan,Ketersediaan Driver (Lama Menunggu),Positif,2025-02-27 21:01:53
214,terima kasih so antar kita pagi² sekali..perjalanan yg menyenangkan,Perilaku & Profesionalisme Driver,Positif,2025-02-27 21:01:53
215,terimakasih untuk pelayanan nya yang aman dan amanah,Kualitas Layanan Pesan Antar (Food/Delivery),Positif,2025-02-27 20:32:59
216,"cepat ,murah dan ramah",Ketersediaan Driver (Lama Menunggu),Positif,2025-02-27 19:21:18
217,"cepat ,murah dan ramah",Harga & Tarif,Positif,2025-02-27 19:21:18
218,"cepat ,murah dan ramah",Perilaku & Profesionalisme Driver,Positif,2025-02-27 19:21:18
219,mantap cept dan tepat oke semngat,Umum,Positif,2025-02-27 19:16:03
220,"pesan car pdhl pake kode voucher driver minta pembayaran normal, car ongkos dekat sering minta cancel, bike oke apk paling cepat penjemputan ketimbang aplikasi lain, tapi bannyak driver gagap baru terus membahayakan membaca map gelagapan,",Sistem Pembayaran & Promo,Negatif,2025-02-27 19:06:10
221,"pesan car pdhl pake kode voucher driver minta pembayaran normal, car ongkos dekat sering minta cancel, bike oke apk paling cepat penjemputan ketimbang aplikasi lain, tapi bannyak driver gagap baru terus membahayakan membaca map gelagapan,",Pembatalan oleh Driver,Negatif,2025-02-27 19:06:10
222,"pesan car pdhl pake kode voucher driver minta pembayaran normal, car ongkos dekat sering minta cancel, bike oke apk paling cepat penjemputan ketimbang aplikasi lain, tapi bannyak driver gagap baru terus membahayakan membaca map gelagapan,",Ketersediaan Driver (Lama Menunggu),Positif,2025-02-27 19:06:10
223,"pesan car pdhl pake kode voucher driver minta pembayaran normal, car ongkos dekat sering minta cancel, bike oke apk paling cepat penjemputan ketimbang aplikasi lain, tapi bannyak driver gagap baru terus membahayakan membaca map gelagapan,",Perilaku & Profesionalisme Driver,Negatif,2025-02-27 19:06:10
224,"murah cuy dimari ketimbang aplikasi sebelah, tapi kasian drivernya",Harga & Tarif,Positif,2025-02-27 18:25:17
225,"murah cuy dimari ketimbang aplikasi sebelah, tapi kasian drivernya",Perilaku & Profesionalisme Driver,Negatif,2025-02-27 18:25:17
226,sangat memuaskan...baik ..ramah,Umum,Positif,2025-02-27 18:11:13
227,sangat memuaskan,Umum,Positif,2025-02-27 17:33:07
228,"puas bgt pake maxim, tengah malem butuh ojek yang lain susah buat login bertele2. maxim lgsg bisa pesan, driver lgsg dpet tanpa tunggu lama, drivernya good bgt dan buat mantau posisi drivernya juga keren bgt ngerasa aman saat mesenin org terdekat ojol dari maxim",Umum,Positif,2025-02-27 17:30:59
229,"puas bgt pake maxim, tengah malem butuh ojek yang lain susah buat login bertele2. maxim lgsg bisa pesan, driver lgsg dpet tanpa tunggu lama, drivernya good bgt dan buat mantau posisi drivernya juga keren bgt ngerasa aman saat mesenin org terdekat ojol dari maxim",Ketersediaan Driver (Lama Menunggu),Positif,2025-02-27 17:30:59
230,"puas bgt pake maxim, tengah malem butuh ojek yang lain susah buat login bertele2. maxim lgsg bisa pesan, driver lgsg dpet tanpa tunggu lama, drivernya good bgt dan buat mantau posisi drivernya juga keren bgt ngerasa aman saat mesenin org terdekat ojol dari maxim",Perilaku & Profesionalisme Driver,Positif,2025-02-27 17:30:59
231,"puas bgt pake maxim, tengah malem butuh ojek yang lain susah buat login bertele2. maxim lgsg bisa pesan, driver lgsg dpet tanpa tunggu lama, drivernya good bgt dan buat mantau posisi drivernya juga keren bgt ngerasa aman saat mesenin org terdekat ojol dari maxim",Akurasi GPS & Peta,Positif,2025-02-27 17:30:59
232,rama drivernya,Perilaku & Profesionalisme Driver,Positif,2025-02-27 17:24:24
233,trimakasih banyak saya puas...,Umum,Positif,2025-02-27 17:20:08
234,"mantap,harga murah dan terjangkau, kualitas driver nya bagus, pertahankan maxim",Umum,Positif,2025-02-27 17:12:38
235,"mantap,harga murah dan terjangkau, kualitas driver nya bagus, pertahankan maxim",Harga & Tarif,Positif,2025-02-27 17:12:38
236,"mantap,harga murah dan terjangkau, kualitas driver nya bagus, pertahankan maxim",Perilaku & Profesionalisme Driver,Positif,2025-02-27 17:12:38
237,supir nya mantap,Perilaku & Profesionalisme Driver,Positif,2025-02-27 17:02:19
238,mantap bener respon cepat pengemudi ramah nyaman berkendara dan murah tarifnya,Ketersediaan Driver (Lama Menunggu),Positif,2025-02-27 16:30:22
239,mantap bener respon cepat pengemudi ramah nyaman berkendara dan murah tarifnya,Perilaku & Profesionalisme Driver,Positif,2025-02-27 16:30:22
240,mantap bener respon cepat pengemudi ramah nyaman berkendara dan murah tarifnya,Harga & Tarif,Positif,2025-02-27 16:30:22
241,mantap bener respon cepat pengemudi ramah nyaman berkendara dan murah tarifnya,Umum,Positif,2025-02-27 16:30:22
242,baik driverny + ganteng,Perilaku & Profesionalisme Driver,Positif,2025-02-27 16:18:49
243,baik driverny + ganteng,Perilaku & Profesionalisme Driver,Positif,2025-02-27 16:18:49
244,"bismillah untuk maxim bagus cuman aplikasinya agak membingungkan, saya mohon maaf banget sama bapak driver, karna baru pertama pake aplikasi sudah pesen tapi ternyata nggak tau kalau driver nya sampai, dikarenakan sering berganti lempar driver jadi saya cancel tanpa konfirmasi, semoga dimaafkan dan ridho, mimin kalau bisa ada riwayat batal ya biar bisa menyampaikan permohonan maaf 🙏🙏🙏🙏🙏",Umum,Positif,2025-02-27 16:18:06
245,"bismillah untuk maxim bagus cuman aplikasinya agak membingungkan, saya mohon maaf banget sama bapak driver, karna baru pertama pake aplikasi sudah pesen tapi ternyata nggak tau kalau driver nya sampai, dikarenakan sering berganti lempar driver jadi saya cancel tanpa konfirmasi, semoga dimaafkan dan ridho, mimin kalau bisa ada riwayat batal ya biar bisa menyampaikan permohonan maaf 🙏🙏🙏🙏🙏",UI/UX Aplikasi (Tampilan/Desain),Negatif,2025-02-27 16:18:06
246,"bismillah untuk maxim bagus cuman aplikasinya agak membingungkan, saya mohon maaf banget sama bapak driver, karna baru pertama pake aplikasi sudah pesen tapi ternyata nggak tau kalau driver nya sampai, dikarenakan sering berganti lempar driver jadi saya cancel tanpa konfirmasi, semoga dimaafkan dan ridho, mimin kalau bisa ada riwayat batal ya biar bisa menyampaikan permohonan maaf 🙏🙏🙏🙏🙏",Pembatalan oleh Driver,Negatif,2025-02-27 16:18:06
247,bagus dan sopan saya sangat puas,Umum,Positif,2025-02-27 16:14:43
248,bagus aplikasi nya,Umum,Positif,2025-02-27 16:07:29
249,"ini gmn ya udah top up kaspro malah ga masuk di kaspro nya.sumpahhhh kesel bgt.kalau ga becuss buat e-wallet ga usah lo buat,sama aja nipu kalau gitu.aplikasi ga guna",Sistem Pembayaran & Promo,Negatif,2025-02-27 15:49:04
250,"ini gmn ya udah top up kaspro malah ga masuk di kaspro nya.sumpahhhh kesel bgt.kalau ga becuss buat e-wallet ga usah lo buat,sama aja nipu kalau gitu.aplikasi ga guna",Kinerja Aplikasi (Error/Bug/Lambat),Negatif,2025-02-27 15:49:04
251,baik dan gercep,Umum,Positif,2025-02-27 15:46:06
252,"order telah dipenuhi oleh: yusron dengan motorcycle, warna hijau, nopol b6313uxr. terima kasih atas perjalanan anda! rating ⭐⭐⭐⭐⭐(4.80)",Umum,Positif,2025-02-27 15:37:00
253,lama sekali dapet layanan,Ketersediaan Driver (Lama Menunggu),Negatif,2025-02-27 15:23:39
254,driver nya gercep,Ketersediaan Driver (Lama Menunggu),Positif,2025-02-27 15:13:36
255,kk baik sekali ramah sopan,Perilaku & Profesionalisme Driver,Positif,2025-02-27 15:13:34
256,drivernya bnyk yg judes,Perilaku & Profesionalisme Driver,Negatif,2025-02-27 15:08:18
257,terimakasih atas pelayanan nya sangat baik dan cepat,Ketersediaan Driver (Lama Menunggu),Positif,2025-02-27 14:59:44
258,terimakasih atas pelayanan nya sangat baik dan cepat,Perilaku & Profesionalisme Driver,Positif,2025-02-27 14:59:44
259,aman nyaman dan murah dan mudah,Umum,Positif,2025-02-27 14:40:54
260,baik n sabar untuk nyari alamat 👍👍👍,Perilaku & Profesionalisme Driver,Positif,2025-02-27 14:39:14
261,orangnya profesional,Perilaku & Profesionalisme Driver,Positif,2025-02-27 14:38:37
262,"order telah dipenuhi oleh: ardianto ardianto dengan motorcycle, warna merah, nopol bm4478abv. terima kasih atas perjalanan anda! rating ⭐⭐⭐⭐⭐(4.95)",Umum,Positif,2025-02-27 14:37:44
263,oknum driver diberi pengertian sebagai penyedia jasa utamakan kenyamanan pelanggan misalkan membawa kendaraan tidak ugal ugalan ramah jika kondisi mental tidak baik2 saja lebih baik istirahat saingan jasa transportasi lain banyak,Perilaku & Profesionalisme Driver,Negatif,2025-02-27 14:37:22
264,oknum driver diberi pengertian sebagai penyedia jasa utamakan kenyamanan pelanggan misalkan membawa kendaraan tidak ugal ugalan ramah jika kondisi mental tidak baik2 saja lebih baik istirahat saingan jasa transportasi lain banyak,Ketersediaan Driver (Lama Menunggu),Netral,2025-02-27 14:37:22
265,"ojol kurang amanah, masa delivery malah belanjaan ny pda ilang, gk utuh, dan pinter ny struk blnjaan ny d ambil dong, sungguh kcewa nick name d apk ny yulianto prastyo, pdhal tarif 9rb sudah saya kasih lebih 15rb ku fikir amanahh,lbih baik bilang kalau memang mmbutuhkn, dari pada ngambil tnpa spngthuan yg punya , sungguh kcewa sih plat no d5766aem",Kualitas Layanan Pesan Antar (Food/Delivery),Negatif,2025-02-27 14:27:39
266,"ojol kurang amanah, masa delivery malah belanjaan ny pda ilang, gk utuh, dan pinter ny struk blnjaan ny d ambil dong, sungguh kcewa nick name d apk ny yulianto prastyo, pdhal tarif 9rb sudah saya kasih lebih 15rb ku fikir amanahh,lbih baik bilang kalau memang mmbutuhkn, dari pada ngambil tnpa spngthuan yg punya , sungguh kcewa sih plat no d5766aem",Perilaku & Profesionalisme Driver,Negatif,2025-02-27 14:27:39
267,"cara menggunakan apk ga ribet,sejauh ini rekomendasi bgt sih",UI/UX Aplikasi (Tampilan/Desain),Positif,2025-02-27 14:24:51
268,"cara menggunakan apk ga ribet,sejauh ini rekomendasi bgt sih",Umum,Positif,2025-02-27 14:24:51
269,sangat baik pelayanan,Umum,Positif,2025-02-27 14:17:44
270,driver sangat baik sekali terima kasih 👍👍👍 👍👍👍,Perilaku & Profesionalisme Driver,Positif,2025-02-27 14:15:01
271,ongkos suka diubah dari pengemudi,Harga & Tarif,Negatif,2025-02-27 13:50:40
272,mengemudi sangat baik dan ramah,Perilaku & Profesionalisme Driver,Positif,2025-02-27 13:42:38
273,"sangat memuaskan,ramah.",Umum,Positif,2025-02-27 13:40:57
274,sangat membntu dengn hrga harganya,Harga & Tarif,Positif,2025-02-27 13:36:51
275,"parah driver delivery nya maxim, sukanya ngalihin ke offline. ada yang suka ngerubah sepihak. gak ada tanya konfirmasi dulu ke pelanggan. history juga gak ada. tolong perbaikilah",Kualitas Layanan Pesan Antar (Food/Delivery),Negatif,2025-02-27 13:29:03
276,"parah driver delivery nya maxim, sukanya ngalihin ke offline. ada yang suka ngerubah sepihak. gak ada tanya konfirmasi dulu ke pelanggan. history juga gak ada. tolong perbaikilah",Perilaku & Profesionalisme Driver,Negatif,2025-02-27 13:29:03
277,"sangat baik, ramah, sopan.",Perilaku & Profesionalisme Driver,Positif,2025-02-27 13:28:25
278,"argonya murah dan terjangkau, drivernya baik2 bgt, bersih dan rapih, driver maxim bisa tau lokasi saya padahl saya di stasiun banyak orang.",Harga & Tarif,Positif,2025-02-27 13:26:27
279,"argonya murah dan terjangkau, drivernya baik2 bgt, bersih dan rapih, driver maxim bisa tau lokasi saya padahl saya di stasiun banyak orang.",Perilaku & Profesionalisme Driver,Positif,2025-02-27 13:26:27
280,"argonya murah dan terjangkau, drivernya baik2 bgt, bersih dan rapih, driver maxim bisa tau lokasi saya padahl saya di stasiun banyak orang.",Kondisi Kendaraan Driver,Positif,2025-02-27 13:26:27
281,"argonya murah dan terjangkau, drivernya baik2 bgt, bersih dan rapih, driver maxim bisa tau lokasi saya padahl saya di stasiun banyak orang.",Akurasi GPS & Peta,Positif,2025-02-27 13:26:27
282,trima kasih pa sudah memberi kenyamanan dlm perjalanan🙏,Perilaku & Profesionalisme Driver,Positif,2025-02-27 13:24:13
283,trima kasih pa sudah memberi kenyamanan dlm perjalanan🙏,Umum,Positif,2025-02-27 13:24:13
284,aman dan cepat,Ketersediaan Driver (Lama Menunggu),Positif,2025-02-27 13:21:22
285,aman dan cepat,Perilaku & Profesionalisme Driver,Positif,2025-02-27 13:21:22
286,luar biasa pelayananya,Customer Service,Positif,2025-02-27 13:19:34
287,keren a modifan motornya. infokan tempat modif yg recommended,Kondisi Kendaraan Driver,Positif,2025-02-27 13:18:25
288,mantap semuanya terimakasih bang,Umum,Positif,2025-02-27 13:07:03
289,"cepat,drivernya baik dan sopan",Ketersediaan Driver (Lama Menunggu),Positif,2025-02-27 13:04:10
290,"cepat,drivernya baik dan sopan",Perilaku & Profesionalisme Driver,Positif,2025-02-27 13:04:10
291,susah banget cri delivery nya untuk pesan makanan apa lagi pas hujan mau pakai motor/mobil sma aja susah,Ketersediaan Driver (Lama Menunggu),Negatif,2025-02-27 13:03:53
292,susah banget cri delivery nya untuk pesan makanan apa lagi pas hujan mau pakai motor/mobil sma aja susah,Kualitas Layanan Pesan Antar (Food/Delivery),Negatif,2025-02-27 13:03:53
293,tiap order makanan selalu di cancel sama drivernya,Pembatalan oleh Driver,Negatif,2025-02-27 13:03:40
294,"mantap drivernya, nyaman d jln. mksih",Perilaku & Profesionalisme Driver,Positif,2025-02-27 12:59:20
295,"mantap drivernya, nyaman d jln. mksih",Kondisi Kendaraan Driver,Positif,2025-02-27 12:59:20
296,oke baik orang mijen,Umum,Positif,2025-02-27 12:58:49
297,baik sekali,Umum,Positif,2025-02-27 12:58:02
298,"driver baik ramah,tks pak 🙏🙏🙏",Perilaku & Profesionalisme Driver,Positif,2025-02-27 12:57:49
299,terimakasih .. walaupun ujan masih mau anterin ...,Perilaku & Profesionalisme Driver,Positif,2025-02-27 12:56:29
300,cepat bertanggung jawab,Ketersediaan Driver (Lama Menunggu),Positif,2025-02-27 12:55:08
301,cepat bertanggung jawab,Perilaku & Profesionalisme Driver,Positif,2025-02-27 12:55:08
302,cepet datangnya dan sabar menunggu terimakasih bgt kak ..kiriman nasi jd satset,Ketersediaan Driver (Lama Menunggu),Positif,2025-02-27 12:53:27
303,cepet datangnya dan sabar menunggu terimakasih bgt kak ..kiriman nasi jd satset,Perilaku & Profesionalisme Driver,Positif,2025-02-27 12:53:27
304,"pengemudi baik, sabar,ramah .👍👍👍",Perilaku & Profesionalisme Driver,Positif,2025-02-27 12:49:57
305,ramah dan baik,Perilaku & Profesionalisme Driver,Positif,2025-02-27 12:45:27
306,mapsnya kurang diperbarui,Akurasi GPS & Peta,Negatif,2025-02-27 12:41:45
307,sangat bagus dan cepat,Umum,Positif,2025-02-27 12:35:26
308,"order telah dipenuhi oleh: boy hendri dengan motorcycle, warna hitam, nopol bp3991dq. terima kasih atas perjalanan anda! rating ⭐⭐⭐⭐⭐(4.95)",Umum,Positif,2025-02-27 12:33:42
309,bagus dan cepat tanggap,Umum,Positif,2025-02-27 12:31:18
